Name,Rechtsform,Land,PLZ,Ort,Straße,HR Amtsgericht,Register-ID,Status,North Data URL,Tel.,Fax,E-Mail,Website,USt.-Id.,Eintragung,Eintragung Datum,Branche (WZ),Ges. Vertreter 1,Ges. Vertreter 2,Ges. Vertreter 3,Gegenstand,Tickers,Finanzkennzahlen Datum,Stamm-/Grundkapital EUR,Bilanzsumme EUR,Gewinn EUR,Gewinn CAGR %,Umsatz EUR,Umsatz CAGR %,Umsatzrendite %,Eigenkapital EUR,EK-Quote %,EK-Rendite %,Mitarbeiterzahl,Umsatz pro Mitarbeiter EUR,Steuern EUR,Steuer-Quote %,Kassenbestand EUR,Forderungen EUR,Verbindlichkeiten EUR,Materialaufwand EUR,Personalaufwand EUR,Personalaufwand pro Mitarbeiter EUR,Pensionsrückstellungen EUR,Immobilien und Grundstücke EUR,Mktg&Tech Bezugszeitraum,Anzahl Förderungen pro Jahr,Gesamtfördersumme pro Jahr EUR,Patente pro Jahr,Marken pro Jahr
Dodenhof Kaltenkirchen Geschäftsführungs OHG,OHG,DE,24568.0,Kaltenkirchen,Auf dem Berge 1,Kiel,HRA 2874 NO,erloschen,"https://www.northdata.de/Dodenhof%20Kaltenkirchen%20Gesch%C3%A4ftsf%C3%BChrungs%20OHG,%20Kaltenkirchen/Amtsgericht%20Kiel%20HRA%202874%20NO",,,,,,Eintragung,05.05.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Dodenhof, Ralph","Männel, Bernhard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wittmann Immobilien e. K.,e. K.,DE,22391.0,Hamburg,Elfenbeinweg 17 a,Hamburg,HRA 98540,erloschen,"https://www.northdata.de/Wittmann%20Immobilien%20e%C2%B7%20K%C2%B7,%20Hamburg/HRA%2098540",,,,,,Eintragung,06.05.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Wittmann, Hermann",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinz P. Hinterecker - Immobilien RDM e. K.,e. K.,DE,51429.0,Bergisch Gladbach,Kölner Str. 99,Köln,HRA 19491,erloschen,"https://www.northdata.de/Heinz%20P%C2%B7%20Hinterecker%20-%20Immobilien%20RDM%20e%C2%B7%20K%C2%B7,%20Bergisch%20Gladbach/Amtsgericht%20K%C3%B6ln%20HRA%2019491",,,,,DE176174695,Eintragung,09.05.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Hinterecker, Heinz Peter","Weiß, Nathalie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Reuter Delta Immobilien Consulting Projektentwicklung e. K.,e. K.,DE,61352.0,Bad Homburg v. d. Höhe,Siemensstr. 2,Bad Homburg,HRA 3734,erloschen,"https://www.northdata.de/Frank%20Reuter%20Delta%20Immobilien%20Consulting%20Projektentwicklung%20e%C2%B7%20K%C2%B7,%20Bad%20Homburg%20v%C2%B7%20d%C2%B7%20H%C3%B6he/Amtsgericht%20Bad%20Homburg%20HRA%203734",,,,,,Eintragung,27.05.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Reuter, Frank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tell immobilien e. K.,e. K.,DE,85778.0,Haimhausen,Am Pfanderling 54,München,HRA 82118,aktiv,"https://www.northdata.de/tell%20immobilien%20e%C2%B7%20K%C2%B7,%20Haimhausen/Amtsgericht%20M%C3%BCnchen%20HRA%2082118",+49 8133444210,+49 81334442129,info@tell-immobilien.de,https://www.tell-immobilien.de,DE208600605,Eintragung,03.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Umstädter, Bernhard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuermann & Co. Inh. Jörg Frieling e. K.,e. K.,DE,42113.0,Wuppertal,Am Eckbusch 41,Wuppertal,HRA 8695,aktiv,"https://www.northdata.de/Schuermann%20&%20Co%C2%B7%20Inh%C2%B7%20J%C3%B6rg%20Frieling%20e%C2%B7%20K%C2%B7,%20Wuppertal/HRA%208695",+49 2022442442,+49 2022442443,info@schuermann-co.de,http://www.schuermann-co.de,,Eintragung,03.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Frieling-Kalkbrenner, Jörg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
René Hübner e. K.,e. K.,DE,71701.0,Schwieberdingen,Peter-von-Koblenz-Str. 35,Stuttgart,HRA 202976,aktiv,"https://www.northdata.de/Ren%C3%A9%20H%C3%BCbner%20e%C2%B7%20K%C2%B7,%20Schwieberdingen/Amtsgericht%20Stuttgart%20HRA%20202976",+49 715033375,+49 715034929,mail@rhuebner-ek.de,,,Eintragung,04.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Hübner, René",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlin OHG,OHG,DE,78589.0,Dürbheim,Gartenstr. 4,Stuttgart,HRA 460648,aktiv,"https://www.northdata.de/Marlin%20OHG,%20D%C3%BCrbheim/Amtsgericht%20Stuttgart%20HRA%20460648",+49 74249014532,+49 74249014533,info@marlin-ohg.de,https://www.immobilie1.de/anbieter/marlin-immobilien-und-versicherungsmakler-ohg,,Eintragung,24.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Bronner, Thomas","Peter, Anja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HEKA-Immobilienservice, Vermittlung, Verwaltung, Bewertung e. K.",e. K.,DE,65510.0,Hünstetten,Am Stöbersberg 9,Wiesbaden,HRA 7058,aktiv,"https://www.northdata.de/HEKA-Immobilienservice,%20Vermittlung,%20Verwaltung,%20Bewertung%20e%C2%B7%20K%C2%B7,%20H%C3%BCnstetten/Amtsgericht%20Wiesbaden%20HRA%207058",+49 61265057450,+49 61141146985,info@deml-moog.de,https://www.deml-moog.de,,Eintragung,24.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Deml-Moog, Nicole-Helene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFS Makler e. K.,e. K.,DE,38268.0,Lengede,Broistedter Str. 28,Hildesheim,HRA 200480,aktiv,"https://www.northdata.de/BFS%20Makler%20e%C2%B7%20K%C2%B7,%20Lengede/Amtsgericht%20Hildesheim%20HRA%20200480",+49 5344969250,+49 5344969251,l.ohms@bfsmakler.de,https://www.bfs-immobilien.de,,Eintragung,25.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Ohms, Lars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immo-Markt Seefelder e. K.,e. K.,DE,89231.0,Neu-Ulm,Luitpoldstr. 37,Memmingen,HRA 10859,aktiv,"https://www.northdata.de/Immo-Markt%20Seefelder%20e%C2%B7%20K%C2%B7,%20Neu-Ulm/Amtsgericht%20Memmingen%20HRA%2010859",+49 7314037285,+49 7314037286,info@immo-markt.de,https://www.immo-markt.de,,Eintragung,26.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Seefelder, Frank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVR Hausverwaltungsmanagement Rüger - Meinerzhagen e. K.,e. K.,DE,58540.0,Meinerzhagen,Nordhellen 14,Iserlohn,HRA 4977,erloschen,"https://www.northdata.de/HVR%20Hausverwaltungsmanagement%20R%C3%BCger%20-%20Meinerzhagen%20e%C2%B7%20K%C2%B7,%20Meinerzhagen/Amtsgericht%20Iserlohn%20HRA%204977",,,,,,Eintragung,30.05.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Rüger, Manfred",,,Verwaltung von Immobilien aller Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITF-Immobilien e. K.,e. K.,DE,65201.0,Wiesbaden,Dahlemweg 1,Wiesbaden,HRA 7731,erloschen,"https://www.northdata.de/ITF-Immobilien%20e%C2%B7%20K%C2%B7,%20Wiesbaden/HRA%207731",,,,,DE813745084,Eintragung,25.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Huber, Manfred",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fritz Großekathöfer e. K.,e. K.,DE,,Gütersloh,,Gütersloh,HRA 4336,erloschen,"https://www.northdata.de/Fritz%20Gro%C3%9Fekath%C3%B6fer%20e%C2%B7%20K%C2%B7,%20G%C3%BCtersloh/HRA%204336",,,,,,Eintragung,26.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Ingolf Weidlich Immobilien e. K.,e. K.,DE,7743.0,Jena,Wagnergasse 15,Jena,HRA 202618,aktiv,"https://www.northdata.de/Dr%C2%B7%20Ingolf%20Weidlich%20Immobilien%20e%C2%B7%20K%C2%B7,%20Jena/HRA%20202618",+49 364146190,+49 3641461955,makler.jena@t-online.de,,,Eintragung,30.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Weidlich, Ingolf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immobilien & Hausverwaltung Weiß e. K.,e. K.,DE,75045.0,Walzbachtal,Andreas-Wagner-Str. 30,Mannheim,HRA 104963,aktiv,"https://www.northdata.de/Immobilien%20&%20Hausverwaltung%20Wei%C3%9F%20e%C2%B7%20K%C2%B7,%20Walzbachtal/Amtsgericht%20Mannheim%20HRA%20104963",+49 720392500,+49 7203925029,info@hausverwaltung-weiss.de,https://hausverwaltung-weiss.de,DE210160725,Eintragung,02.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Weiß, Günther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImmoCompass e. K.,e. K.,DE,51379.0,Leverkusen,Kölner Str. 104,Köln,HRA 20713,aktiv,"https://www.northdata.de/ImmoCompass%20e%C2%B7%20K%C2%B7,%20Leverkusen/Amtsgericht%20K%C3%B6ln%20HRA%2020713",+49 2171400840,+49 2171400850,info@immocompass.de,https://immocompass.net,DE191889395,Eintragung,02.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Wiebach, Andreas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Stephan Immobilien e. K.,e. K.,DE,28209.0,Bremen,Wachmannstr. 132,Bremen,HRA 23102,aktiv,"https://www.northdata.de/Christian%20Stephan%20Immobilien%20e%C2%B7%20K%C2%B7,%20Bremen/HRA%2023102",+49 4213649426,+49 42116511209,,,DE230187110,Eintragung,04.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Stephan, Christian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurich Immobilien Dipl. Kfm. Andreas Eurich e. K.,e. K.,DE,70567.0,Stuttgart,Filderbahnstr. 17,Stuttgart,HRA 13772,aktiv,"https://www.northdata.de/Eurich%20Immobilien%20Dipl%C2%B7%20Kfm%C2%B7%20Andreas%20Eurich%20e%C2%B7%20K%C2%B7,%20Stuttgart/HRA%2013772",+49 711711035,+49 7117189518,info@eurich-immobilien.de,https://www.eurich-immobilien.de,DE175359036,Eintragung,10.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Eurich, Andreas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Odenthal Immobilien e. K.,e. K.,DE,50739.0,Köln,Longericher Str. 439,Köln,HRA 21272,aktiv,"https://www.northdata.de/Frank%20Odenthal%20Immobilien%20e%C2%B7%20K%C2%B7,%20K%C3%B6ln/HRA%2021272",+49 2219574250,+49 22195742599,info@odenthal-immo.de,https://www.odenthal-immo.de,DE269976291,Eintragung,11.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Odenthal, Frank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM ImmoBau e. K.,e. K.,DE,86356.0,Neusäß,Am Eichenwald 19,Augsburg,HRA 14602,aktiv,"https://www.northdata.de/KHM%20ImmoBau%20e%C2%B7%20K%C2%B7,%20Neus%C3%A4%C3%9F/Amtsgericht%20Augsburg%20HRA%2014602",+49 82120754882,+49 82120754881,info@khm-immobau.de,,,Eintragung,15.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Müller, Karlheinz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TB Immobilien e. K.,e. K.,DE,42799.0,Leichlingen,Ostlandweg 25,Köln,HRA 20659,erloschen,"https://www.northdata.de/TB%20Immobilien%20e%C2%B7%20K%C2%B7,%20Leichlingen/Amtsgericht%20K%C3%B6ln%20HRA%2020659",,,,,,Eintragung,27.06.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Thielsch, Birgit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS Ralf Schilling Immobilien- und Sachverständigenbüro e. K.,e. K.,DE,42799.0,Leichlingen,Ludger-Kühler-Str. 11,Köln,HRA 20709,erloschen,"https://www.northdata.de/RS%20Ralf%20Schilling%20Immobilien-%20und%20Sachverst%C3%A4ndigenb%C3%BCro%20e%C2%B7%20K%C2%B7,%20Leichlingen/Amtsgericht%20K%C3%B6ln%20HRA%2020709",,,,,,Eintragung,02.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Schilling, Ralf","Schilling, Karin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOMUS Immobilienmanagement e. K.,e. K.,DE,51377.0,Leverkusen,Potsdamerstr. 11 a,Köln,HRA 20643,erloschen,"https://www.northdata.de/DOMUS%20Immobilienmanagement%20e%C2%B7%20K%C2%B7,%20Leverkusen/Amtsgericht%20K%C3%B6ln%20HRA%2020643",,,,,,Eintragung,08.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Müller, Axel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucian Winter Immobilien e. K.,e. K.,DE,30853.0,Langenhagen,Am Pferdemarkt 1 A,Hannover,HRA 26950,aktiv,"https://www.northdata.de/Lucian%20Winter%20Immobilien%20e%C2%B7%20K%C2%B7,%20Langenhagen/Amtsgericht%20Hannover%20HRA%2026950",+49 5139706101,+49 5139409866,info@lucian-winter.de,https://www.winter-immobilien.de,,Eintragung,17.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Winter, Lucian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grünke & Klapdor Immobilien OHG,OHG,DE,40721.0,Hilden,Gerresheimer Str. 196,Düsseldorf,HRA 16880,aktiv,"https://www.northdata.de/Gr%C3%BCnke%20&%20Klapdor%20Immobilien%20OHG,%20Hilden/Amtsgericht%20D%C3%BCsseldorf%20HRA%2016880",+49 2103418810,+49 2103418838,mail@gruenke-klapdor-immobilien.de,https://www.gruenke-klapdor-immobilien.de,DE271794575,Eintragung,18.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Grünke-Klapdor, Monika","Meilinger-Hanauer, Anika",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KoCon Konopik Consult e. K.,e. K.,DE,90411.0,Nürnberg,Flataustr. 12,Nürnberg,HRA 13176,aktiv,"https://www.northdata.de/KoCon%20Konopik%20Consult%20e%C2%B7%20K%C2%B7,%20N%C3%BCrnberg/HRA%2013176",+49 911221988,+49 9112377145,kocon@t-online.de,https://www.kocon-consult.de,DE229398671,Eintragung,28.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Konopik, Klaus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reeg Immobilien Verwaltung und Vermittlung OHG,OHG,DE,61350.0,Bad Homburg v. d. Höhe,Alolfstr. 17,Bad Homburg,HRA 5007,aktiv,"https://www.northdata.de/Reeg%20Immobilien%20Verwaltung%20und%20Vermittlung%20OHG,%20Bad%20Homburg%20v%C2%B7%20d%C2%B7%20H%C3%B6he/Amtsgericht%20Bad%20Homburg%20HRA%205007",+49 617236081,,,http://www.reeg-immo.de,,Eintragung,04.08.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Reeg, Andreas","Reeg, Beate","Reeg, Stephan","Die Erstellung sowie Sanierungsvermittlung über Drittfirmen von Gebäuden aller Art sowie Ankauf, Verkauf, Vermietung, Verpachtung und Vermittlung von Immobilien aller Art.",,31.12.2006,501.0,2.475.267,-57.372,,1.800.000,-25,"-3,19",-151.774,"-6,13",,,,,,28.315,54.538,2.468.117,,,,,,31.12.2006,,,,
"IBW - Immobilienbüro Westerburg - e.Kf., Rosemarie Kessler e. K.",e. K.,DE,56457.0,Westerburg,Marktplatz 6,Montabaur,HRA 4354,aktiv,"https://www.northdata.de/IBW%20-%20Immobilienb%C3%BCro%20Westerburg%20-%20e%C2%B7Kf%C2%B7,%20Rosemarie%20Kessler%20e%C2%B7%20K%C2%B7,%20Westerburg/Amtsgericht%20Montabaur%20HRA%204354",+49 26638081,+49 26638084,info@immobilien-kessler.de,https://www.immobilien-kessler.de,,Eintragung,06.08.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Kessler, Rosemarie","Stoth, Julia Charlotte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trautmann Immobilien e. K.,e. K.,DE,55218.0,Ingelheim a. Rhein,Grundstr. 85 a,Mainz,HRA 22367,erloschen,"https://www.northdata.de/Trautmann%20Immobilien%20e%C2%B7%20K%C2%B7,%20Ingelheim%20a%C2%B7%20Rhein/Amtsgericht%20Mainz%20HRA%2022367",,,,,DE148234783,Eintragung,15.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Trautmann, Stephan","Günther-Trautmann, Brigitte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Globe-Immobilien e. K.,e. K.,DE,26723.0,Emden,Gattjebogen 11,Aurich,HRA 100734,erloschen,"https://www.northdata.de/Globe-Immobilien%20e%C2%B7%20K%C2%B7,%20Emden/Amtsgericht%20Aurich%20HRA%20100734",,,,,DE117221446,Eintragung,22.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Overhaus, Richard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d.k. immobilien aachen e. K.,e. K.,DE,52066.0,Aachen,St.-Vither-Str. 25,Aachen,HRA 6014,erloschen,"https://www.northdata.de/d%C2%B7k%C2%B7%20immobilien%20aachen%20e%C2%B7%20K%C2%B7,%20Aachen/HRA%206014",,,,,,Eintragung,22.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Kohlhaas, Hans-Dieter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domus Immobilien OHG,OHG,DE,76137.0,Karlsruhe,Hedwig-Kettler-Str. 14 A,Mannheim,HRA 704728,erloschen,"https://www.northdata.de/Domus%20Immobilien%20OHG,%20Karlsruhe/Amtsgericht%20Mannheim%20HRA%20704728",,,,,DE231335756,Eintragung,28.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Olböter, Klaus-Peter","Olböter-Habath, Regina",,Vermittlung und der Nachweis von Gelegenheiten zum Abschluss von Kaufverträgen über Grundbesitz jeglicher Art und die Übernahme von Grundstücksverwaltungen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Fuhrmann Immobilien e. K.,e. K.,DE,20251.0,Hamburg,Lehmweg 26,Hamburg,HRA 98895,erloschen,"https://www.northdata.de/F%C2%B7%20Fuhrmann%20Immobilien%20e%C2%B7%20K%C2%B7,%20Hamburg/HRA%2098895",,,,,,Eintragung,31.07.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Fuhrmann, Frithjof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMOKURA OHG,OHG,DE,76327.0,Pfinztal,Hauptstr. 149,Mannheim,HRA 104973,in Liquidation,"https://www.northdata.de/IMMOKURA%20OHG,%20Pfinztal/Amtsgericht%20Mannheim%20HRA%20104973",+49 7240925114,+49 7240925119,info@immokura.de,https://www.kugele-immo.de,DE230996566,Eintragung,07.08.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Kugele, Klaus Wilhelm","Rau, Dieter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adler-Immobilien Inh. Jürgen Schröder e. K.,e. K.,DE,61440.0,Oberursel (Taunus),Feldbergstr. 60,Bad Homburg,HRA 2574,aktiv,"https://www.northdata.de/Adler-Immobilien%20Inh%C2%B7%20J%C3%BCrgen%20Schr%C3%B6der%20e%C2%B7%20K%C2%B7,%20Oberursel%20(Taunus)/Amtsgericht%20Bad%20Homburg%20HRA%202574",+49 6173955130,+49 6173955159,kundenservice@adlerimmobilien.de,,DE111261723,Eintragung,25.08.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasel & Lohmann Vermietungs-OHG,OHG,DE,33178.0,Borchen,Salzkottener Str. 35-36,Paderborn,HRA 49,aktiv,"https://www.northdata.de/Pasel%20&%20Lohmann%20Vermietungs-OHG,%20Borchen/Amtsgericht%20Paderborn%20HRA%2049",+49 52586001,+49 52586588,pasel-lohmann.alfen@t-online.de,,,Eintragung,01.09.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Lohmann, Claus","Thiele, Judith","Thiele, Hartwig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kompass-Immobilien e. K.,e. K.,DE,81667.0,München,Innere Wiener Str. 22,München,HRA 82551,aktiv,"https://www.northdata.de/Kompass-Immobilien%20e%C2%B7%20K%C2%B7,%20M%C3%BCnchen/HRA%2082551",+49 8968890444,+49 8980034463,sonnurkarakoc@web.de,,,Eintragung,03.09.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Karakoc, Sonnur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSB Immobilien OHG,OHG,DE,48291.0,Telgte,Schwienhorst 3,Münster,HRA 6607,aktiv,"https://www.northdata.de/PSB%20Immobilien%20OHG,%20Telgte/Amtsgericht%20M%C3%BCnster%20HRA%206607",+49 2504729827,+49 2504729831,info@psb-web.de,https://www.psb-web.de,DE266069021,Eintragung,18.09.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Scheffer-Boichorst, Paul","Scheffer-Boichorst, Peter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Rinser Finanzberatung und - vermittlung e. K.,e. K.,DE,93047.0,Regensburg,Margaretenstr. 15,Regensburg,HRA 6834,erloschen,"https://www.northdata.de/Albert%20Rinser%20Finanzberatung%20und%20-%20vermittlung%20e%C2%B7%20K%C2%B7,%20Regensburg/HRA%206834",,,,,,Eintragung,20.08.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Rinser, Albert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belle Alliance Hausverwaltung + Immobilienverwaltung Annette Schimetzek e. K.,e. K.,DE,42109.0,Wuppertal,Bremer Str. 127,Wuppertal,HRA 18657,erloschen,"https://www.northdata.de/Belle%20Alliance%20Hausverwaltung%20+%20Immobilienverwaltung%20Annette%20Schimetzek%20e%C2%B7%20K%C2%B7,%20Wuppertal/HRA%2018657",,,,,,Eintragung,26.08.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Schimetzek, Annette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaffeeberg Hausverwaltung e. K.,e. K.,DE,71634.0,Ludwigsburg,Kaffeeberg 7,Stuttgart,HRA 203002,erloschen,"https://www.northdata.de/Kaffeeberg%20Hausverwaltung%20e%C2%B7%20K%C2%B7,%20Ludwigsburg/Amtsgericht%20Stuttgart%20HRA%20203002",,,,,,Eintragung,03.09.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Zanker-Oßwald, Regina Cornelia","Oßwald, Eberhard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Göttinger ImmobilienBörse Udo Solte e. K.,e. K.,DE,37085.0,Göttingen,Elsa-Hoppe-Weg 1,Göttingen,HRA 3793,erloschen,"https://www.northdata.de/G%C3%B6ttinger%20ImmobilienB%C3%B6rse%20Udo%20Solte%20e%C2%B7%20K%C2%B7,%20G%C3%B6ttingen/HRA%203793",,,,,,Eintragung,04.09.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Solte, Udo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immobilien.schumacher e. K.,e. K.,DE,67269.0,Grünstadt,Schillerplatz 1,Ludwigshafen a.Rhein,HRA 31331,erloschen,"https://www.northdata.de/immobilien%C2%B7schumacher%20e%C2%B7%20K%C2%B7,%20Gr%C3%BCnstadt/Amtsgericht%20Ludwigshafen%20a.Rhein%20HRA%2031331",,,,,DE293244226,Eintragung,15.09.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muzi-Berlin Immobilien & Finanzdienst e. K.,e. K.,DE,12157.0,Berlin,Beckerstr. 3,Charlottenburg (Berlin),HRA 34619 B,aktiv,"https://www.northdata.de/Muzi-Berlin%20Immobilien%20&%20Finanzdienst%20e%C2%B7%20K%C2%B7,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRA%2034619%20B",+49 3023626615,+49 3023626617,info@muzi-berlin.de,https://www.muzi-berlin.de/verkauf/internationale-immobilien/,,Eintragung,29.09.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Yüzgülec, Muzaffer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMOFLEX IMMOBILIEN Jürgen Lausch e. K.,e. K.,DE,24768.0,Rendsburg,Nienstadtstr. 10,Kiel,HRA 1783 RD,aktiv,"https://www.northdata.de/IMMOFLEX%20IMMOBILIEN%20J%C3%BCrgen%20Lausch%20e%C2%B7%20K%C2%B7,%20Rendsburg/Amtsgericht%20Kiel%20HRA%201783%20RD",+49 4331159815,+49 4331159840,info@immoflex-nord.de,https://www.immoflex-rd.de,DE197460721,Eintragung,30.09.2003,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Lausch, Jürgen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
